 ( 7.39703437E-14,-7.07419488E-14)
 (-9.66167589E-14, 2.80494842E-14)
 (-3.13207237E-14, 2.08226872E-14)
 (-5.20060442E-14,-4.93352680E-14)
 (-1.35304392E-13, 1.30861698E-13)
 (-9.41270174E-14, 4.87915474E-14)
 ( 4.93287187E-14, 2.52274167E-13)
 ( 7.50560502E-14,-1.02747719E-13)
 (-1.50407681E-13,-1.14654956E-14)
 (-5.89977828E-14,-1.22399297E-13)
 (-1.62071962E-13,-1.76306615E-13)
 (-1.20900265E-13,-1.50429135E-13)
 (-1.14323481E-13,-1.53294261E-14)
 (-4.49745120E-14,-1.21790043E-13)
 (-1.11373313E-13,-1.28923537E-13)
 ( 6.08451955E-14, 6.68178417E-14)
 (-1.07024788E-13,-5.90220350E-14)
 (-7.62156587E-14,-1.36898671E-13)
 (-5.28132192E-14,-1.11986422E-13)
 (-6.94114972E-14, 4.04822838E-15)
 (-4.63160191E-14,-9.66651618E-14)
 (-4.30702600E-14,-3.28805417E-14)
 (-3.82442525E-14, 3.64556374E-14)
 (-1.33161399E-13,-1.19661700E-13)
 (-2.31392515E-13, 1.69375446E-13)
 (-7.37998123E-14,-3.93589173E-14)
 (-8.92498491E-14,-9.20774534E-15)
 (-6.91272804E-14,-1.50285126E-14)
 (-3.90684833E-14,-3.33443498E-14)
 (-2.11201729E-13, 2.43945302E-14)
 (-3.51855074E-13, 6.40834974E-14)
 (-1.28733287E-13, 1.75115032E-14)
 (-6.42785385E-14, 1.04212639E-13)
 (-5.44332578E-14,-5.48906691E-14)
 (-8.06267081E-14, 4.26947381E-15)
 (-4.52075714E-14, 1.40364168E-14)
 ( 6.12487830E-14, 4.61746188E-14)
 (-8.87951076E-14, 4.83577632E-15)
 (-9.69635071E-14, 2.58921772E-15)
 (-2.59035465E-14, 6.97379928E-15)
 (-2.21905339E-13,-2.12285295E-14)
 (-6.76095600E-14,-8.57927062E-15)
 (-1.07075949E-13, 4.86156898E-14)
 (-7.30949521E-14, 1.42601480E-13)
 (-1.08394718E-13, 1.06317089E-13)
 (-5.96628527E-14, 4.48865832E-14)
 (-1.33837833E-13,-4.20694583E-15)
 (-1.02369312E-13,-7.59250434E-15)
 (-8.22183237E-14, 3.05677250E-14)
 (-3.68117978E-14, 4.44266833E-15)
 (-1.05455914E-13,-1.62469152E-14)
 (-9.64632833E-14,-8.76134712E-15)
 (-1.03199228E-13, 5.24256203E-14)
 (-8.15930440E-14,-2.79513300E-14)
 ( 2.13276509E-14, 8.18683771E-14)
 (-7.36918054E-14,-2.31089816E-14)
 (-9.58721085E-14,-2.94573258E-14)
 (-4.79474248E-14,-3.02655672E-15)
 (-6.98662455E-14,-1.63279170E-14)
 (-1.32445163E-14,-2.76497050E-14)
 (-4.98346244E-14,-3.67418091E-14)
 (-4.78138416E-13,-1.11684175E-12)
 (-1.04193989E-14,-6.21597026E-14)
 (-6.52221400E-14, 3.37109897E-14)
 (-1.02551214E-13,-6.02202749E-14)
 ( 8.10018709E-15, 8.44220662E-14)
 (-8.21501070E-14,-2.63490571E-14)
 (-4.51052532E-14, 2.74486210E-14)
 ( 5.95679213E-13, 5.09136190E-13)
 (-8.34404567E-14,-2.58335579E-14)
 ( 2.26839354E-13,-4.56815738E-13)
 (-9.27400382E-14, 9.89750545E-15)
 (-8.65327368E-14, 3.19708690E-14)
 (-1.63851151E-13,-3.42126322E-16)
 (-1.06422249E-13,-2.34230411E-14)
 (-1.97417197E-13, 1.43000286E-14)
 ( 7.83529667E-14, 9.81696481E-14)
 (-9.74807800E-14, 1.91697329E-14)
 (-6.99856162E-14, 1.35030116E-13)
 (-4.28030956E-14, 1.76939355E-14)
 (-7.87849807E-14, 1.57474030E-14)
 ( 8.46404164E-13, 1.04254740E-13)
 (-9.69862415E-14, 6.78735293E-14)
 (-4.49063021E-14, 1.81096034E-14)
 (-1.17927356E-13,-1.53343646E-13)
 (-4.67935017E-14, 2.44583017E-14)
 (-6.64556436E-14, 4.49439612E-14)
 ( 1.77465159E-14, 1.06383523E-13)
 (-8.11667153E-14, 1.42607700E-13)
 (-3.77616504E-13,-2.21808344E-13)
 (-1.09889697E-13,-1.01007205E-14)
 (-1.28341077E-13,-3.87075253E-14)
 (-1.23117160E-13, 9.82471008E-14)
 (-3.15537832E-14,-3.03831633E-14)
 (-5.13637120E-14, 6.01517059E-14)
 (-1.33411497E-13,-3.31468196E-15)
 (-2.54090081E-14,-8.51581921E-14)
 (-1.48332898E-13,-3.56592976E-14)
 ( 3.40776296E-14, 1.46100729E-13)
 (-1.68677165E-13,-4.22915046E-14)
 (-1.10941299E-13,-1.36454053E-13)
 (-6.86668519E-15,-8.24968552E-14)
 (-4.86124914E-14,-1.62351906E-14)
 ( 2.55795385E-13,-1.37053034E-13)
 (-7.51924768E-14, 2.12452279E-14)
 ( 3.15935734E-14, 6.26073425E-14)
 (-3.69271914E-13,-2.03701951E-13)
 ( 5.37170296E-15, 4.37943003E-14)
 (-7.42659244E-14,-1.82467372E-15)
 (-1.75646162E-15, 1.60896009E-13)
 ( 2.71654698E-14, 3.43888465E-14)
 (-5.97367479E-14, 9.02666410E-14)
 ( 1.89913867E-14, 3.98280516E-14)
 (-6.86213781E-14,-2.20559570E-14)
 (-7.56870152E-14,-8.44551056E-15)
 (-6.39261119E-14, 3.11864317E-14)
 (-6.95081335E-14, 2.57720955E-14)
 ( 2.28482110E-13, 6.64734042E-14)
 ( 3.25144371E-14,-9.20259420E-14)
 ( 1.92471822E-14,-5.41383819E-14)
 (-7.32370639E-14, 7.78157988E-14)
 (-8.22751630E-14,-4.85975701E-14)
 (-1.01027808E-13,-2.01893606E-14)
 (-2.61337610E-13,-8.58825882E-14)
 (-1.29597315E-13,-4.49063021E-14)
 (-1.12089537E-13, 7.81597026E-15)
 (-9.61108499E-14, 1.91878509E-13)
 ( 5.25039918E-13, 1.96784104E-13)
 (-2.66652477E-14,-7.71919421E-14)
 (-2.07353422E-13, 6.35999012E-13)
 (-7.90578269E-14, 2.88807200E-14)
 (-9.57072624E-14, 7.52862670E-14)
 ( 5.50016914E-14, 2.57418273E-13)
 (-5.77358596E-14,-1.48268950E-14)
 (-1.12788712E-13,-3.38353342E-14)
 (-7.58916516E-14, 1.05657704E-14)
 (-5.01700020E-14, 3.98992471E-13)
 (-4.20300242E-13,-1.92997626E-14)
 ( 1.90311769E-14, 3.17257334E-15)
 (-1.85104915E-13, 3.39134950E-14)
 (-3.16777014E-13, 1.45885799E-13)
 ( 1.84797957E-14,-6.84721580E-14)
 (-1.34775749E-13, 1.88073552E-14)
 (-9.28196186E-14,-5.09992032E-14)
 ( 1.05984557E-13, 1.16024523E-14)
 (-7.40669733E-14,-2.81509926E-14)
 (-1.12447649E-13, 2.16530793E-14)
 (-1.07672802E-13, 1.95697679E-14)
 (-9.46499755E-14, 1.02780003E-14)
 (-1.03949557E-13,-2.90079071E-14)
 (-9.50535630E-14,-6.97497141E-14)
 (-2.50338419E-14, 2.03795029E-13)
 (-5.32679674E-14,-1.35941038E-14)
 (-7.17704975E-14, 1.07526428E-14)
 (-1.41318421E-13, 3.29116278E-14)
 ( 3.51860773E-14,-2.25413994E-13)
 (-6.68876507E-14,-1.54006582E-13)
 (-1.69148956E-13, 6.39559545E-14)
 (-6.09304613E-14,-8.91468228E-14)
 (-1.09508844E-13, 7.14081233E-14)
 (-8.92214295E-14,-5.45774973E-14)
 (-1.09361054E-13,-2.12175163E-14)
 ( 4.51905164E-15, 3.87515812E-14)
 (-6.00812206E-13,-6.09531956E-14)
 (-9.70544513E-14, 6.71889234E-14)
 (-8.43613170E-14, 1.50415501E-13)
 (-4.17230710E-14, 2.73553261E-13)
 (-1.20058978E-13, 5.08819637E-15)
 (-1.55404227E-13,-1.80165212E-14)
 (-5.80695323E-13,-1.88525324E-12)
 ( 6.04131884E-14, 5.75013805E-14)
 (-1.57348269E-13, 2.67995397E-13)
 ( 4.43947120E-15, 5.13057316E-13)
 (-9.39678565E-14, 7.64998755E-14)
 (-3.81004391E-13, 2.79683123E-13)
 (-6.19820628E-14, 2.73487902E-15)
 (-6.04399018E-13, 2.48335396E-13)
 (-1.60127903E-14, 5.05217206E-14)
 (-6.90363294E-14, 6.39857972E-14)
 ( 3.45028178E-13, 1.80617118E-13)
 (-1.75413110E-13,-1.97277212E-13)
 ( 4.19288438E-13, 2.26931009E-13)
 ( 7.13100707E-14,-8.75388646E-15)
 (-1.27795371E-13,-7.61957636E-14)
 (-4.91809284E-13, 8.97607319E-14)
 ( 3.51803920E-14, 3.61334416E-13)
 (-1.43592156E-13,-7.85516346E-13)
 ( 5.54808803E-13,-2.79705865E-13)
 (-5.09999147E-14,-1.29239203E-13)
 (-1.76851250E-13, 8.11318989E-14)
 (-2.10906135E-13, 1.84866879E-13)
 (-7.53698265E-13, 1.23321084E-11)
 (-1.18274097E-13,-1.32531139E-13)
 (-6.34940979E-15,-2.10238226E-13)
 (-1.35241861E-13, 5.56141801E-15)
 (-3.23382217E-13, 5.21040967E-15)
 (-4.31248272E-13, 3.46524601E-14)
 (-7.54255328E-14,-1.64277483E-14)
 (-3.95687037E-14,-2.11526434E-13)
 (-2.05318432E-14, 1.28625287E-13)
 (-1.03625550E-13,-1.55158370E-13)
 ( 1.61361416E-13,-1.14667390E-14)
 (-3.76269328E-13, 7.47007775E-14)
 (-6.09020416E-14,-1.00432371E-13)
 (-2.29533731E-13,-8.83815658E-14)
 (-2.68983054E-14, 8.08611872E-14)
 ( 2.36866516E-13, 3.04548568E-13)
 (-3.07863950E-14,-2.23815283E-13)
 (-3.24473602E-13, 3.83818140E-13)
 ( 1.27613476E-14,-4.73775682E-14)
 (-1.13408306E-13, 8.49098556E-14)
 (-1.56228451E-13,-3.97506023E-14)
 ( 2.04408932E-13,-1.75393215E-13)
 (-5.17411526E-13, 2.77898960E-13)
 (-2.70637191E-13, 8.57014045E-14)
 (-6.37555804E-14,-6.43467510E-15)
 (-4.69526626E-14, 7.48130467E-14)
 ( 1.10020439E-13,-6.76152478E-15)
 ( 6.11805731E-14,-1.09484687E-13)
 (-5.23982658E-13,-9.40758566E-14)
 (-1.82808429E-14,-6.45526655E-13)
 ( 9.95100879E-14, 5.78495449E-14)
 (-5.03803237E-14, 2.81517033E-15)
 ( 5.66274153E-14,-1.30029324E-14)
 ( 1.66920704E-13,-1.54975059E-13)
 (-2.87343493E-14,-3.36052610E-13)
 ( 3.49291451E-13,-4.62446813E-13)
 (-9.48148268E-15,-1.76035537E-13)
 (-6.02653913E-14, 3.94393855E-14)
 ( 1.61037413E-14, 1.04719784E-14)
 (-2.17056597E-13,-2.21959343E-14)
 (-3.31169757E-14,-1.06798834E-13)
 ( 3.09171363E-14, 1.33712770E-13)
 ( 5.38307183E-15,-1.92305549E-13)
 (-1.47821317E-13,-8.47393241E-14)
 (-3.74478768E-13,-3.02236467E-14)
 ( 4.10295814E-14, 5.03320055E-14)
 (-1.14704334E-13, 2.11839796E-13)
 ( 1.94489756E-13,-4.77939459E-14)
 (-2.22524934E-13,-1.59293734E-13)
 ( 3.44454066E-13, 2.50138045E-13)
 ( 2.89911671E-12,-2.53461401E-12)
 (-1.13567467E-13,-2.70040338E-13)
 (-1.44689233E-13,-7.81540156E-14)
 (-3.97790253E-14,-6.82632594E-14)
 ( 3.16146035E-13,-2.79953849E-13)
 (-6.94228678E-14,-4.26325658E-15)
 ( 6.06178248E-14,-2.93695732E-14)
 (-1.44098075E-14,-4.12398997E-15)
 ( 9.72306681E-14, 8.47862226E-14)
 ( 3.96465792E-13,-1.42995303E-13)
 (-6.52733008E-14,-1.21612234E-13)
 (-1.61696787E-13, 1.13698211E-12)
 (-2.49826825E-13,-1.53413279E-13)
 ( 1.65096032E-13,-3.02112827E-13)
 (-1.12745512E-12,-1.95127118E-12)
 ( 7.98820577E-14,-2.77680101E-14)
 ( 1.16413053E-12, 2.89281988E-12)
 ( 4.26427963E-13, 2.57770693E-13)
 (-1.85787028E-13, 1.59563741E-13)
 ( 8.55436598E-14,-1.24299510E-13)
 ( 1.22776098E-13,-1.76427761E-13)
 (-6.13908940E-15,-1.03062802E-13)
 (-1.24953203E-13, 1.26397021E-13)
 (-3.46483367E-13,-1.03544553E-13)
 (-2.90640416E-14,-2.69443484E-13)
 (-1.51942464E-14, 3.23439044E-15)
 ( 3.03316468E-14, 1.25123734E-13)
 ( 2.39856502E-13, 8.63010970E-14)
 (-4.62614484E-13, 1.23407063E-13)
 (-1.21423230E-13,-4.52033091E-14)
 ( 2.11457523E-14, 1.14839345E-13)
 (-2.08649450E-13, 4.42270224E-14)
 (-9.57823014E-13,-2.79310077E-13)
 (-1.88810534E-12, 9.29043192E-13)
 (-1.51294450E-13,-1.08428823E-13)
 ( 6.04927688E-14,-4.73264108E-14)
 (-1.67312914E-13, 3.46271622E-13)
 (-1.41221792E-13,-3.47199618E-14)
 ( 1.96303057E-13,-1.99923994E-13)
 ( 2.01856666E-13,-1.45087143E-12)
 ( 2.94846816E-14, 2.17198709E-13)
 (-1.25658056E-13,-2.83364437E-14)
 (-2.88872577E-13, 7.49011516E-14)
 ( 1.10310341E-13, 6.77289323E-15)
 ( 2.09826107E-13,-8.97955484E-14)
 (-1.36520840E-13, 3.21509231E-13)
 (-2.26179955E-14,-9.17225416E-14)
 ( 2.74792450E-13,-2.84363462E-13)
 ( 8.93749050E-13, 4.15762720E-13)
 (-9.00797652E-14, 2.13080394E-13)
 (-4.60710246E-13,-1.48585856E-13)
 (-2.88861193E-13,-6.98818783E-14)
 (-6.40170561E-14,-3.70879163E-13)
 (-1.27954533E-14, 1.61534790E-14)
 (-8.57767226E-15, 2.81943366E-15)
 (-8.26787505E-14, 1.50531321E-13)
 ( 8.59927228E-14, 3.03406009E-13)
 ( 1.27846532E-13, 2.02433624E-13)
 (-1.62071962E-13, 9.71567729E-14)
 ( 1.50964758E-13, 1.61233521E-13)
 (-5.18923554E-14, 8.78898733E-14)
 (-1.41142211E-13,-1.59002409E-13)
